2.2643077,3.334407,-1.1106697
2.50541,8.799751,-1.2405825
2.4526649,5.7006865,-1.2018136
-8.612127,17.96897,-1.2764047
-7.410957,19.049427,-1.4523643
-10.161767,17.663408,-1.2270526
2.3672931,11.993765,-1.2890801
2.0349228,19.148016,-1.6059065
-12.092373,17.408161,-1.2341717
-5.6912575,18.862865,-1.3818047
-4.4649653,18.886059,-1.4417073
-13.589884,14.838584,-1.0527854
-13.7945175,16.856743,-1.170053
2.5669065,15.814283,-1.4008898
1.2471492,19.517733,-1.5857468
0.889194,19.240124,-1.5539509
