2.4451766,4.7510953,-1.1536888
2.4804316,6.746501,-1.1669446
2.65351,10.096016,-1.2615107
2.604899,13.708156,-1.3536582
-9.821027,19.034262,-1.2580678
-11.38839,18.313574,-1.1679206
-13.320366,18.150166,-1.1296773
-6.6611614,19.28075,-1.3339254
-8.273283,19.338137,-1.3320298
-14.756521,18.00092,-1.1200892
2.1724908,19.227718,-1.531
2.9555821,18.371243,-1.5191015
-15.329144,16.347939,-1.0405414
-5.1636605,19.402676,-1.3884935
-4.0215364,19.597647,-1.4460196
1.3318479,19.743765,-1.5392307
1.0818671,19.372026,-1.4652517
