2.3057778,3.7496507,-1.1237478
-9.402836,18.721996,-1.3176593
-0.2369857,14.224484,-1.3642467
-11.738304,19.371807,-1.4171227
-8.181726,19.423328,-1.4210663
-5.630378,19.801184,-1.5550519
0.3910343,12.412799,-1.2982154
-15.628538,19.578934,-1.4099647
1.1990591,10.351693,-1.2638832
-4.0842915,19.332743,-1.5128787
-13.486895,19.077934,-1.4198819
-1.0315951,16.338943,-1.4707015
-2.4704466,19.017553,-1.5756785
1.6289079,8.015179,-1.1651263
1.8797673,6.4702277,-1.1475605
-18.208076,19.77892,-1.5086149
2.1535172,5.3297215,-1.1702656
